season,month,airport_a,airport_b,risk_score,reason,cascade_cost
Summer (Jun-Aug),6,MCO,FLL,83.21027087355138,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,DEN,SAT,83.04710181294362,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DEN,CLT,83.01904189352234,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAT,BTR,83.01879642184174,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,ATL,IAH,82.93029844525803,duty time violation risk,
Spring (Mar-May),5,SHV,BTR,82.89364215859435,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,MIA,FLL,82.88007009597948,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,GRK,ABI,82.6962377346159,correlated weather delays,
Summer (Jun-Aug),6,LAX,AUS,82.6777378426652,tight turnaround / missed connection risk,
Spring (Mar-May),5,ORD,DEN,82.65289913455918,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ATL,IAH,82.64279941991067,correlated weather delays; duty time violation risk,32100.0
Spring (Mar-May),5,TUL,SGF,82.60700322917248,correlated weather delays,
Spring (Mar-May),5,CLT,MEM,82.59998761869267,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCO,GRK,82.50895743990331,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCO,ICT,82.47318575618952,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ELP,AMA,82.47114041295887,correlated weather delays,
Spring (Mar-May),5,PHX,CLT,82.4610456539548,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,BHM,LFT,82.36079831546459,correlated weather delays; duty time violation risk,43500.0
Spring (Mar-May),5,MAF,SHV,82.35705206118102,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SFO,LIT,82.3049966825284,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,LAX,LAS,82.28485697718878,tight turnaround / missed connection risk,
Spring (Mar-May),5,CLT,BTR,82.26687973827312,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,CLT,MAF,82.24976170890396,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAT,ICT,82.17784444098058,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,SAT,82.15947554958056,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCO,AUS,82.11764921302508,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MAF,AMA,82.05825363524423,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,XNA,MAF,82.04472233403544,correlated weather delays,
Spring (Mar-May),5,MCO,SGF,81.99272438457209,correlated weather delays; tight turnaround / missed connection risk,31275.0
Spring (Mar-May),5,CLT,ICT,81.96598437341531,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ELP,MEM,81.93609197972148,correlated weather delays; tight turnaround / missed connection risk,22125.0
Spring (Mar-May),5,CLT,GRK,81.91375445782265,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,AUS,LIT,81.80485571933542,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PHX,MCO,81.67682774044594,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,MCO,SEA,81.6456725109691,correlated weather delays; duty time violation risk,19500.0
Summer (Jun-Aug),6,LAS,IAH,81.63466753198118,tight turnaround / missed connection risk,
Spring (Mar-May),5,XNA,SHV,81.62845991146631,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,CLT,SHV,81.45921929893251,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SGF,AMA,81.45097596096257,correlated weather delays,
Winter (Dec-Feb),1,XNA,LIT,81.43655636882698,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LIT,BHM,81.4130559677061,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,CLT,FLL,81.41105600319699,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,LAX,SAN,81.4000244004885,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,MCO,LIT,81.28248889173332,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MAF,ABI,81.21188126571543,correlated weather delays,
Spring (Mar-May),5,LAX,MCO,81.1807511727128,correlated weather delays; duty time violation risk,35325.0
Summer (Jun-Aug),6,ATL,LAS,81.16849455759841,tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,ELP,81.09432134709745,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,AMA,LFT,81.05408471103134,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,AUS,SAN,81.04126492209575,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LIT,JAN,81.01347201280184,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MAF,BTR,80.98945651789494,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCO,ELP,80.98559885927429,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DEN,AUS,80.94399954021729,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ELP,BTR,80.88369107969737,correlated weather delays,
Summer (Jun-Aug),6,MCO,AUS,80.85499055634253,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),1,SGF,LFT,80.83714630855684,correlated weather delays,
Spring (Mar-May),5,SGF,ICT,80.83547305357219,correlated weather delays,
Spring (Mar-May),5,ELP,TYS,80.83050006761816,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,ORD,DEN,80.81040453864318,duty time violation risk,
Spring (Mar-May),5,MCO,SFO,80.77085015874403,correlated weather delays; tight turnaround / missed connection risk,33075.0
Spring (Mar-May),5,IAH,SHV,80.73085925569485,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,IAH,GRK,80.71763888288773,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCO,LFT,80.66539047467182,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MEM,LFT,80.61629630800626,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,XNA,80.5985714433893,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCO,MAF,80.53599099271332,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ORD,SAT,80.42604296652661,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,LGA,80.39949935086156,correlated weather delays; duty time violation risk,32475.0
Spring (Mar-May),5,AUS,MAF,80.37272785034982,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,DEN,MIA,80.29021788585221,duty time violation risk,
Spring (Mar-May),5,MEM,SHV,80.22951440347408,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LIT,TYS,80.19947515489118,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SGF,TYS,80.170515238546,correlated weather delays,39150.0
Spring (Mar-May),5,CLT,AMA,80.14919121500223,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCO,SHV,80.13286610462313,correlated weather delays; tight turnaround / missed connection risk,28275.0
Winter (Dec-Feb),12,IAH,SAN,80.11017153981831,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,DEN,SFO,80.08216820129189,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,SFO,80.0437428605858,correlated weather delays; tight turnaround / missed connection risk,41250.0
Spring (Mar-May),5,DEN,FLL,79.97996458462876,correlated weather delays; duty time violation risk,33225.0
Spring (Mar-May),5,MCO,FLL,79.96280604637147,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LGA,MCO,79.93469448628065,correlated weather delays; duty time violation risk,47250.0
Summer (Jun-Aug),6,LGA,MCO,79.93389510714017,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,MSY,79.9138044346788,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,SAN,LIT,79.84706279898602,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,TUL,SHV,79.83838246726687,correlated weather delays,
Spring (Mar-May),5,SAN,LIT,79.77633748779223,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,TUL,79.69628345775106,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DEN,IAH,79.67840107509102,correlated weather delays; duty time violation risk,49425.0
Spring (Mar-May),5,IAH,ELP,79.63371199296803,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,TUL,LIT,79.55867818994876,correlated weather delays,
Spring (Mar-May),5,SGF,MEM,79.50964789707804,correlated weather delays,
Spring (Mar-May),5,MCO,XNA,79.4772447719172,correlated weather delays; tight turnaround / missed connection risk,15750.0
Spring (Mar-May),5,LAX,IAH,79.43699131633944,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,IAH,LFT,79.40854932982258,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PNS,LFT,79.29638032604932,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,ABI,79.29519132925816,correlated weather delays,
Spring (Mar-May),5,ATL,LIT,79.26615253163527,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CRP,LFT,79.25807715088553,correlated weather delays; tight turnaround / missed connection risk,22350.0
Spring (Mar-May),5,MSY,SHV,79.25530616191945,correlated weather delays; tight turnaround / missed connection risk,28650.0
Spring (Mar-May),5,SAT,SFO,79.24460868226481,correlated weather delays,47925.0
Spring (Mar-May),5,LFT,TYS,79.05403038573586,correlated weather delays; duty time violation risk,43500.0
Summer (Jun-Aug),7,ATL,CLT,78.8730023637158,duty time violation risk,
Spring (Mar-May),5,ATL,MEM,78.84842678707895,correlated weather delays; duty time violation risk,26700.0
Spring (Mar-May),5,MCO,MIA,78.84337282035298,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ATL,SFO,78.75632033730061,correlated weather delays; tight turnaround / missed connection risk,14400.0
Spring (Mar-May),5,LIT,PNS,78.72899295066318,correlated weather delays; duty time violation risk,12375.0
Spring (Mar-May),5,CRP,GRK,78.70928919146307,correlated weather delays,
Spring (Mar-May),5,CLT,TYS,78.67149123315968,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,IAH,MAF,78.66694656472067,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LAX,MIA,78.63294869177179,duty time violation risk,
Summer (Jun-Aug),6,LAS,MIA,78.5047909780641,duty time violation risk,
Spring (Mar-May),5,MSY,GRK,78.43590201762134,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,LAX,IAH,78.42509797525408,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAT,SHV,78.35765190247403,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ELP,MSY,78.32429619987553,correlated weather delays,
Spring (Mar-May),5,SAT,ABI,78.285530414511,correlated weather delays,
Summer (Jun-Aug),6,DEN,AUS,78.23929829018307,tight turnaround / missed connection risk,
Spring (Mar-May),5,ORD,IAH,78.1134858711036,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAT,MSY,78.09324985290152,correlated weather delays,
Spring (Mar-May),5,SAT,AMA,78.07129580300428,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,LAS,SAN,78.00624410586501,tight turnaround / missed connection risk,220200.0
Spring (Mar-May),5,SGF,BRO,78.00081852165589,correlated weather delays,
Summer (Jun-Aug),6,DEN,SEA,77.97382009100151,duty time violation risk,
Spring (Mar-May),5,IAH,MSY,77.91767043199955,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAX,AUS,77.90084718286917,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,BTR,ABI,77.89121043741513,correlated weather delays,
Spring (Mar-May),5,SAT,FLL,77.80819875423565,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MEM,GRK,77.74308484402594,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,XNA,77.71968448709794,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LIT,MCI,77.71069660924233,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,FLL,77.70379328818944,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAS,MCO,77.6885533268996,correlated weather delays; tight turnaround / missed connection risk,86625.0
Spring (Mar-May),5,MIA,CLT,77.64386352156725,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,ORD,IAH,77.60155075851817,duty time violation risk,
Spring (Mar-May),5,SAN,SGF,77.54840494827661,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DEN,ELP,77.53498219316896,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ICT,BTR,77.49389107172227,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,ICT,77.46401584895521,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAX,SFO,77.3419816351985,correlated weather delays; tight turnaround / missed connection risk,25575.0
Spring (Mar-May),5,ELP,PNS,77.27738061268965,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAX,CLT,77.2765098332842,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),7,LAX,ORD,77.26672684070063,duty time violation risk,
Spring (Mar-May),5,XNA,ABI,77.26650462955087,correlated weather delays,
Spring (Mar-May),5,XNA,TUL,77.25144915786933,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAX,FLL,77.24880836801071,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,CLT,77.23363852356185,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MSY,MEM,77.23168990285286,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ELP,BHM,77.20720051149563,correlated weather delays,
Spring (Mar-May),5,AUS,ELP,77.19476676626331,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LAS,SEA,77.1921770831493,duty time violation risk,
Summer (Jun-Aug),7,ATL,ORD,77.14078195958635,duty time violation risk,
Spring (Mar-May),5,AUS,FLL,77.13260636530796,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ICT,LFT,77.13045555741587,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAX,ELP,77.11589747293176,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),1,XNA,STL,77.09471841900147,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,LFT,77.0523751587508,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ELP,JAN,77.01993012658167,correlated weather delays; tight turnaround / missed connection risk,61950.0
Summer (Jun-Aug),6,LAX,PHX,76.98940843451506,tight turnaround / missed connection risk,
Summer (Jun-Aug),7,ATL,LGA,76.94898439313461,duty time violation risk,17475.0
Spring (Mar-May),5,MAF,MEM,76.94744510117756,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SGF,CRP,76.86167789220393,correlated weather delays,
Winter (Dec-Feb),1,ORD,XNA,76.85137059208138,correlated weather delays; duty time violation risk,14925.0
Spring (Mar-May),5,MSY,SGF,76.78126258370138,correlated weather delays; tight turnaround / missed connection risk,98325.0
Spring (Mar-May),5,IAH,MEM,76.78055152684537,correlated weather delays; duty time violation risk,93675.0
Spring (Mar-May),5,AMA,SHV,76.76853737930321,correlated weather delays,15675.0
Spring (Mar-May),5,SFO,MEM,76.76521418515875,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,PHX,AUS,76.71654802325605,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,DEN,FLL,76.71601945520138,duty time violation risk,
Spring (Mar-May),5,BHM,SHV,76.69779144949582,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,GRK,76.68353272261587,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AUS,LFT,76.67986627672107,correlated weather delays; tight turnaround / missed connection risk,24000.0
Spring (Mar-May),5,ATL,XNA,76.56970971841163,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SGF,PNS,76.56754288064288,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SGF,BHM,76.56470470295324,correlated weather delays,
Spring (Mar-May),5,LIT,CRP,76.5644124191482,correlated weather delays,
Spring (Mar-May),5,XNA,AMA,76.54810532342356,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAT,MEM,76.49558480694654,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,MSY,76.48896555209618,correlated weather delays; tight turnaround / missed connection risk,16800.0
Spring (Mar-May),5,SFO,SGF,76.48159897846442,correlated weather delays; duty time violation risk,19950.0
Spring (Mar-May),5,AUS,TUL,76.45300525651778,correlated weather delays; tight turnaround / missed connection risk,64575.0
Summer (Jun-Aug),6,LAX,SEA,76.4379204108635,duty time violation risk,
Spring (Mar-May),5,TUL,ELP,76.42555295945114,correlated weather delays,
Summer (Jun-Aug),8,MCO,CLT,76.41430750821986,duty time violation risk,
Spring (Mar-May),5,IAH,BTR,76.40830105718075,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ATL,MAF,76.39162930450283,correlated weather delays; tight turnaround / missed connection risk,12900.0
Spring (Mar-May),5,AUS,SFO,76.36281027299161,correlated weather delays; tight turnaround / missed connection risk,25050.0
Spring (Mar-May),5,LGA,CLT,76.28910339952402,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ATL,SEA,76.26063838929964,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AUS,SGF,76.25791432024005,correlated weather delays,32100.0
Spring (Mar-May),5,ATL,ICT,76.25116030506166,correlated weather delays; duty time violation risk,69150.0
Spring (Mar-May),5,LAX,LAS,76.21451437801339,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,GRK,76.20648523282348,correlated weather delays; tight turnaround / missed connection risk,22050.0
Spring (Mar-May),5,LAX,ORD,76.12852088342925,correlated weather delays; duty time violation risk,11775.0
Spring (Mar-May),5,AUS,GRK,76.1049261423239,correlated weather delays; tight turnaround / missed connection risk,21000.0
Spring (Mar-May),5,LAX,SAT,76.09129157583797,correlated weather delays; tight turnaround / missed connection risk,74250.0
Spring (Mar-May),5,BHM,GRK,76.07908088241338,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCI,LFT,76.0759687762712,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,EWR,SAN,76.06546754164927,duty time violation risk,
Spring (Mar-May),5,FLL,LIT,76.06511963528855,correlated weather delays; duty time violation risk,22875.0
Spring (Mar-May),5,AUS,XNA,76.04996195200117,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAS,SAT,76.02826458843799,correlated weather delays,90975.0
Spring (Mar-May),5,MEM,BTR,75.98615535662466,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,TUL,GRK,75.9147272434041,correlated weather delays,
Spring (Mar-May),5,GRK,BRO,75.91092145607193,correlated weather delays,
Summer (Jun-Aug),6,AUS,FLL,75.89542775905477,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,ATL,SEA,75.86961474145009,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ATL,FLL,75.8589102541417,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCO,MSY,75.82328308527526,correlated weather delays; tight turnaround / missed connection risk,38325.0
Summer (Jun-Aug),7,ORD,LGA,75.82224883411794,duty time violation risk,
Spring (Mar-May),5,CRP,SHV,75.80858535528267,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,MEM,75.77359125243618,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCO,SEA,75.75524332727758,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,IAH,TUL,75.75421058729682,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MEM,ABI,75.74514762539273,correlated weather delays,
Spring (Mar-May),5,JAN,GRK,75.72592216908468,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,IAH,AUS,75.62521182732476,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ICT,SHV,75.60452944819765,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,ORD,75.59735011040071,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,ORD,LAS,75.58136261993539,duty time violation risk,
Summer (Jun-Aug),6,MCO,SAT,75.56884494034745,tight turnaround / missed connection risk,17850.0
Summer (Jun-Aug),6,ORD,SEA,75.54115885136133,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,PNS,75.52055696439812,correlated weather delays; duty time violation risk,13275.0
Spring (Mar-May),5,MCO,SAN,75.4930382058688,correlated weather delays; tight turnaround / missed connection risk,41550.0
Spring (Mar-May),5,ATL,TUL,75.48091137929529,correlated weather delays; duty time violation risk,42600.0
Winter (Dec-Feb),12,MIA,SAN,75.4339464919172,duty time violation risk,
Winter (Dec-Feb),12,LAX,LAS,75.4285636072867,tight turnaround / missed connection risk,
Spring (Mar-May),5,LAS,CLT,75.4247493001601,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,ELP,75.40266846618478,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SEA,CLT,75.34414467676052,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,BTR,TYS,75.22844504218642,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,OKC,LIT,75.16693582517554,correlated weather delays,
Spring (Mar-May),5,LGA,DEN,75.15747424461674,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAT,TUL,75.14465904369452,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LGA,SAT,75.11757701801405,correlated weather delays; tight turnaround / missed connection risk,32550.0
Spring (Mar-May),5,LIT,MFE,75.08145681458902,correlated weather delays,
Summer (Jun-Aug),6,SEA,MIA,75.07758895549198,duty time violation risk,
Summer (Jun-Aug),6,ATL,AUS,75.07600239687852,tight turnaround / missed connection risk,17025.0
Spring (Mar-May),5,ATL,SGF,75.06618129108055,correlated weather delays; tight turnaround / missed connection risk,22275.0
Spring (Mar-May),5,SAN,MAF,75.05572614309223,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,TUL,LFT,75.0541724944581,correlated weather delays,
Spring (Mar-May),5,BHM,BTR,75.02110362083852,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,XNA,FLL,75.00326654931887,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAS,AUS,74.93982847613472,correlated weather delays,
Spring (Mar-May),5,SFO,FLL,74.88442998168222,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCO,MEM,74.83000804302834,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,PHX,MIA,74.81437881273538,duty time violation risk,
Winter (Dec-Feb),1,MCO,XNA,74.81431560587612,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCO,BTR,74.8023576436053,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,GRK,TYS,74.74345920006004,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,MIA,TPA,74.74180069852208,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MSY,MAF,74.70703862349882,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAT,SAN,74.64894543164405,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ORD,FLL,74.63056995199503,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,BHM,74.62908065818615,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ELP,MCI,74.59225393126898,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LAS,PHX,74.56614383752218,tight turnaround / missed connection risk,
Spring (Mar-May),5,TUL,MAF,74.55879197410307,correlated weather delays,
Winter (Dec-Feb),1,LIT,SGF,74.55793442158087,correlated weather delays,
Summer (Jun-Aug),6,IAH,MIA,74.55075999522946,duty time violation risk,
Spring (Mar-May),5,ATL,OKC,74.55036721218814,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,DEN,MCO,74.50038119900069,duty time violation risk,16350.0
Summer (Jun-Aug),6,IAH,LIT,74.49314926568942,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MAF,TYS,74.45532710171913,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DEN,ICT,74.4476299359719,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,PHX,SAT,74.44385113646848,correlated weather delays; tight turnaround / missed connection risk,20250.0
Spring (Mar-May),5,ORD,ELP,74.38102005996552,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCI,GRK,74.37874881866877,correlated weather delays,
Spring (Mar-May),5,SFO,MAF,74.34952562057734,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAT,MCI,74.34479021016733,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SHV,JAN,74.33142643523925,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PHX,AUS,74.23898322041775,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,IAH,PHX,74.22562551393787,duty time violation risk,
Spring (Mar-May),5,DEN,LAS,74.20357964234309,correlated weather delays; duty time violation risk,29475.0
Spring (Mar-May),5,AUS,MSY,74.19180988133733,correlated weather delays; tight turnaround / missed connection risk,35625.0
Spring (Mar-May),5,SHV,PNS,74.1885251324591,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,LAX,MCO,74.17443102444498,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SGF,MFE,74.145248699308,correlated weather delays,
Summer (Jun-Aug),6,LAX,FLL,74.13435688285244,duty time violation risk,
Spring (Mar-May),5,XNA,MEM,74.12928500313102,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),7,LIT,LFT,74.07132152793676,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ELP,CRP,74.03880512712517,correlated weather delays,
Spring (Mar-May),5,LIT,BRO,74.03439409546921,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,FLL,MSY,73.99749361055551,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCO,PHL,73.94766656808872,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ATL,PHX,73.93932904722998,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,OKC,ELP,73.8996456601831,correlated weather delays,
Spring (Mar-May),5,LGA,LAS,73.89006347291829,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,DEN,MAF,73.86735326476374,correlated weather delays; tight turnaround / missed connection risk,18975.0
Spring (Mar-May),5,ATL,LAS,73.86142050981346,correlated weather delays; tight turnaround / missed connection risk,57825.0
Spring (Mar-May),5,ATL,SAN,73.84882667796732,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MSY,LFT,73.83496785103526,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,DEN,PHX,73.80234996951054,tight turnaround / missed connection risk,
Spring (Mar-May),5,DCA,LIT,73.78893151785415,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,AUS,ICT,73.78704417179978,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,AMA,73.77697005232642,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DEN,XNA,73.77325683409207,correlated weather delays; duty time violation risk,11550.0
Spring (Mar-May),5,ELP,BRO,73.73163773327903,correlated weather delays,
